B1,B2,B3,B4,B5,B6,B7,classvalue,sample
0.0719,0.0764,0.1025,0.113,0.1415,0.1694,0.1873,1,train
0.0719,0.0813,0.102,0.1153,0.1447,0.174,0.191,1,train
0.0737,0.0827,0.107,0.1226,0.1483,0.1667,0.1851,1,train
0.0737,0.0768,0.1057,0.1203,0.1484,0.1737,0.1947,1,train
0.0728,0.0726,0.1008,0.1151,0.1464,0.1731,0.1923,1,train
0.0715,0.0769,0.1058,0.1161,0.1489,0.1752,0.1931,1,train
0.0723,0.0924,0.1204,0.1396,0.1682,0.1897,0.1997,1,train
0.0723,0.0874,0.1214,0.1351,0.1676,0.1888,0.1982,1,train
0.0729,0.0889,0.116,0.1303,0.1563,0.1796,0.2013,1,train
0.0729,0.0882,0.1143,0.129,0.1561,0.1775,0.1957,1,train
0.0767,0.0913,0.118,0.1346,0.1609,0.1814,0.1968,1,train
0.0767,0.0946,0.1212,0.1424,0.1672,0.1829,0.1985,1,train
0.0821,0.0987,0.13,0.1518,0.1727,0.1817,0.1989,1,train
0.0821,0.0847,0.1164,0.1318,0.1544,0.1697,0.1832,1,train
0.0762,0.0868,0.1172,0.1328,0.1587,0.1635,0.1819,1,train
0.0715,0.0868,0.1181,0.1242,0.1578,0.1847,0.2071,1,train
0.0723,0.099,0.1365,0.1526,0.1796,0.197,0.2116,1,train
0.0723,0.0987,0.1273,0.1456,0.1698,0.1877,0.2051,1,train
0.0729,0.0951,0.1213,0.137,0.1674,0.1902,0.2104,1,train
0.0729,0.092,0.1217,0.1324,0.1592,0.1917,0.2076,1,train
0.0767,0.0948,0.1278,0.1411,0.1688,0.1897,0.2058,1,train
0.0767,0.0979,0.1272,0.1448,0.17,0.1846,0.2024,1,train
0.0821,0.1013,0.1309,0.154,0.175,0.18,0.1943,1,train
0.0821,0.0865,0.1148,0.143,0.1646,0.1745,0.181,1,train
0.0762,0.0912,0.1262,0.1554,0.1706,0.1789,0.198,1,train
0.0732,0.0786,0.1111,0.1246,0.1538,0.1845,0.2059,1,train
0.0686,0.0799,0.1115,0.1236,0.1561,0.1822,0.2047,1,train
0.0686,0.0767,0.1094,0.1162,0.1491,0.1827,0.2015,1,train
0.0698,0.0759,0.1018,0.1097,0.1481,0.1883,0.206,1,train
0.0698,0.0859,0.1162,0.1261,0.1638,0.1981,0.2164,1,train
0.0765,0.0845,0.1151,0.1316,0.1618,0.1988,0.2134,1,train
0.0765,0.0939,0.1217,0.137,0.1614,0.1751,0.1921,1,train
0.0779,0.0973,0.1292,0.1484,0.1703,0.1788,0.1926,1,train
0.0779,0.0922,0.1229,0.1475,0.1694,0.1669,0.1866,1,train
0.0742,0.0956,0.1198,0.1454,0.1669,0.1658,0.1822,1,train
0.0686,0.0829,0.118,0.1181,0.1492,0.194,0.2066,1,train
0.0686,0.0673,0.1012,0.1027,0.1468,0.1803,0.201,1,train
0.0698,0.0651,0.0958,0.0998,0.1419,0.1829,0.2026,1,train
0.0698,0.075,0.1059,0.1187,0.1513,0.1832,0.2032,1,train
0.0765,0.0726,0.1034,0.1122,0.1494,0.1809,0.197,1,train
0.0765,0.09,0.1158,0.1265,0.1578,0.1687,0.1887,1,train
0.0779,0.0861,0.1097,0.1228,0.1459,0.1572,0.1777,1,train
0.0779,0.085,0.1051,0.1204,0.1476,0.1562,0.1737,1,train
0.066,0.0672,0.0938,0.1066,0.1391,0.2153,0.2309,1,train
0.0641,0.0706,0.1008,0.1185,0.1529,0.2214,0.2389,1,train
0.0641,0.071,0.1007,0.1106,0.1625,0.2333,0.2603,1,train
0.0628,0.0726,0.1026,0.1044,0.1613,0.2425,0.2695,1,train
0.0628,0.0699,0.0943,0.0975,0.1592,0.232,0.2564,1,train
0.06775,0.07895,0.11145,0.111,0.16295,0.2508,0.28155,1,train
0.06775,0.0931,0.12425,0.1417,0.18725,0.2408,0.2688,1,train
0.07335,0.08025,0.1078,0.12515,0.16655,0.21095,0.24165,1,train
0.07335,0.0757,0.1027,0.11775,0.1579,0.2179,0.24515,1,train
0.06835,0.092,0.124,0.1387,0.17505,0.2099,0.21925,1,train
0.06835,0.099,0.1342,0.16145,0.17625,0.1932,0.1988,1,train
0.05745,0.0716,0.0953,0.09675,0.11415,0.12875,0.13825,1,train
0.05745,0.07345,0.09645,0.09875,0.11395,0.11885,0.13175,1,train
0.066,0.0772,0.1041,0.1267,0.1544,0.2201,0.2344,1,train
0.066,0.0747,0.1051,0.1252,0.1515,0.2147,0.2295,1,train
0.0641,0.0757,0.1031,0.1162,0.1603,0.2209,0.24,1,train
0.0641,0.0722,0.0994,0.1128,0.1707,0.2312,0.2649,1,train
0.0628,0.0795,0.1105,0.1177,0.1636,0.2369,0.2584,1,train
0.0628,0.0711,0.1052,0.0946,0.1578,0.2395,0.2728,1,train
0.06775,0.0758,0.1029,0.10185,0.1458,0.2309,0.2658,1,train
0.06775,0.07815,0.1059,0.10915,0.1554,0.2254,0.25575,1,train
0.07335,0.06995,0.0932,0.11375,0.15765,0.2042,0.2369,1,train
0.07335,0.07265,0.0991,0.11395,0.15525,0.2038,0.22695,1,train
0.06835,0.10065,0.1318,0.145,0.1726,0.1984,0.21885,1,train
0.06835,0.06785,0.09125,0.0843,0.11805,0.11335,0.1237,1,train
0.05745,0.06115,0.0853,0.0729,0.1056,0.1122,0.11785,1,train
0.05745,0.0632,0.086,0.07605,0.1097,0.1041,0.1152,1,train
0.0663,0.0766,0.1057,0.1244,0.1558,0.218,0.2294,1,train
0.0663,0.0761,0.1082,0.1243,0.1532,0.2063,0.2199,1,train
0.0648,0.0688,0.1014,0.1031,0.1487,0.2512,0.2729,1,train
0.0648,0.0716,0.1035,0.1007,0.1627,0.2367,0.2661,1,train
0.0644,0.0806,0.1075,0.112,0.1517,0.2201,0.2346,1,train
0.0644,0.082,0.1074,0.1084,0.152,0.2095,0.2303,1,train
0.06575,0.07865,0.1069,0.1052,0.1551,0.2253,0.2517,1,train
0.06575,0.07955,0.1049,0.10315,0.14855,0.2136,0.2418,1,train
0.0712,0.07895,0.1082,0.12455,0.1659,0.22035,0.2456,1,train
0.0712,0.0923,0.12235,0.13025,0.17025,0.2139,0.2365,1,train
0.0673,0.1062,0.1386,0.1552,0.1764,0.1844,0.19175,1,train
0.0673,0.06995,0.10215,0.0969,0.121,0.11645,0.1232,1,train
0.0601,0.0792,0.1064,0.1044,0.1259,0.11395,0.11605,1,train
0.0601,0.07485,0.1031,0.09915,0.11435,0.1096,0.1055,1,train
0.0663,0.0721,0.1023,0.1223,0.1529,0.214,0.2297,1,train
0.0663,0.0806,0.1093,0.1248,0.1533,0.2101,0.2188,1,train
0.0648,0.0713,0.098,0.1043,0.1408,0.2338,0.2535,1,train
0.0648,0.0728,0.1047,0.106,0.1498,0.2234,0.2503,1,train
0.0644,0.0808,0.1054,0.1083,0.152,0.2124,0.2293,1,train
0.0644,0.0827,0.1054,0.1096,0.1534,0.2113,0.2278,1,train
0.06575,0.0796,0.1069,0.11305,0.15875,0.20775,0.2257,1,train
0.06575,0.07455,0.10075,0.11315,0.1545,0.2084,0.23665,1,train
0.0712,0.078,0.1061,0.11305,0.15195,0.21375,0.2374,1,train
0.0712,0.08795,0.11825,0.1174,0.16445,0.2202,0.24375,1,train
0.0673,0.09405,0.12875,0.13485,0.15895,0.15855,0.16565,1,train
0.0673,0.0535,0.0749,0.0646,0.0889,0.06815,0.0797,1,train
0.0601,0.05045,0.082,0.0687,0.09175,0.07125,0.0766,1,train
0.0601,0.05395,0.0792,0.06335,0.08705,0.07085,0.0735,1,train
0.0652,0.0784,0.1082,0.1231,0.1521,0.2188,0.2324,1,train
0.0652,0.0754,0.1061,0.1206,0.1506,0.2156,0.2271,1,train
0.0694,0.0834,0.1078,0.1138,0.1519,0.2226,0.2391,1,train
0.0694,0.0827,0.1073,0.1126,0.1543,0.2207,0.2387,1,train
0.0662,0.088,0.1122,0.1214,0.1607,0.2179,0.2393,1,train
0.0662,0.0818,0.1098,0.12,0.1651,0.2193,0.2425,1,train
0.0648,0.0738,0.1007,0.1191,0.1625,0.2077,0.232,1,train
0.0648,0.0784,0.1045,0.1282,0.1714,0.2091,0.2324,1,train
0.07135,0.0931,0.12055,0.12945,0.17495,0.22435,0.2361,1,train
0.07135,0.08955,0.12015,0.12435,0.1723,0.21275,0.2341,1,train
0.06545,0.07195,0.09165,0.09085,0.1323,0.1211,0.12635,1,train
0.06545,0.0666,0.08915,0.0823,0.1026,0.08265,0.0849,1,train
0.0643,0.06375,0.09125,0.09365,0.12155,0.11525,0.11955,1,train
0.0643,0.1077,0.1428,0.15745,0.187,0.2059,0.2176,1,train
0.0652,0.0776,0.1052,0.1232,0.1468,0.2146,0.2306,1,train
0.0652,0.0717,0.0996,0.1035,0.1436,0.2206,0.2321,1,train
0.0694,0.0832,0.1067,0.1136,0.1473,0.2194,0.2352,1,train
0.0694,0.0838,0.1081,0.1109,0.1563,0.2202,0.2338,1,train
0.0662,0.0811,0.1134,0.1076,0.1646,0.2422,0.2675,1,train
0.0662,0.0785,0.1076,0.1042,0.1526,0.238,0.2655,1,train
0.0648,0.0816,0.1065,0.1169,0.1618,0.204,0.226,1,train
0.0648,0.0866,0.114,0.1218,0.1637,0.2098,0.231,1,train
0.07135,0.08945,0.11935,0.1179,0.1695,0.2189,0.2393,1,train
0.07135,0.08665,0.11365,0.1228,0.15675,0.1921,0.2103,1,train
0.06545,0.06975,0.093,0.092,0.1105,0.09505,0.10485,1,train
0.06545,0.0686,0.0905,0.0863,0.09615,0.08235,0.08975,1,train
0.0643,0.07675,0.1034,0.1027,0.13805,0.14335,0.1445,1,train
0.0643,0.1018,0.13475,0.15265,0.16815,0.1688,0.18365,1,train
0.0616,0.0698,0.1009,0.1164,0.143,0.2181,0.2294,1,train
0.0616,0.071,0.1005,0.0804,0.1548,0.2238,0.2421,1,train
0.0654,0.0799,0.109,0.1054,0.162,0.2348,0.2676,1,train
0.0654,0.0778,0.1077,0.107,0.1647,0.2457,0.2788,1,train
0.0622,0.078,0.107,0.1018,0.1526,0.2305,0.2653,1,train
0.0622,0.0779,0.1038,0.1079,0.1544,0.2167,0.2438,1,train
0.0635,0.0794,0.106,0.1198,0.1703,0.2108,0.2414,1,train
0.0635,0.0779,0.1,0.1246,0.169,0.2018,0.229,1,train
0.0652,0.07605,0.1065,0.11565,0.15105,0.19695,0.2173,1,train
0.0652,0.07315,0.095,0.10525,0.14765,0.1884,0.20325,1,train
0.0614,0.09215,0.12225,0.1257,0.1452,0.1406,0.1425,1,train
0.0614,0.0793,0.1107,0.11185,0.1314,0.12065,0.12575,1,train
0.05985,0.10195,0.13595,0.1621,0.18835,0.20705,0.2214,1,train
0.05985,0.0638,0.0886,0.07865,0.1143,0.10055,0.1146,1,train
0.0616,0.073,0.1015,0.1198,0.1456,0.2193,0.2292,1,train
0.0616,0.0753,0.1059,0.0947,0.1572,0.2389,0.2687,1,train
0.0654,0.0758,0.1061,0.1053,0.1589,0.2416,0.2735,1,train
0.0654,0.0824,0.1109,0.1062,0.1582,0.2388,0.2684,1,train
0.0622,0.0721,0.1015,0.1006,0.157,0.219,0.2482,1,train
0.0622,0.077,0.1046,0.1028,0.1522,0.2242,0.2505,1,train
0.0635,0.0753,0.1023,0.1171,0.169,0.2155,0.2436,1,train
0.0635,0.081,0.1066,0.137,0.1711,0.2034,0.2265,1,train
0.0652,0.0739,0.1024,0.111,0.14915,0.20515,0.2304,1,train
0.0652,0.0731,0.1011,0.10405,0.14745,0.2026,0.2248,1,train
0.0614,0.0586,0.0842,0.0711,0.10845,0.09005,0.0973,1,train
0.0614,0.07665,0.1033,0.1071,0.13955,0.12935,0.134,1,train
0.05985,0.088,0.1248,0.1353,0.1637,0.1908,0.19885,1,train
0.05985,0.06345,0.08835,0.0866,0.1228,0.1189,0.1255,1,train
0.0649,0.074,0.1067,0.0943,0.1582,0.2202,0.2459,1,train
0.0649,0.0725,0.1047,0.1012,0.1589,0.2201,0.2415,1,train
0.0617,0.0823,0.112,0.103,0.1654,0.2279,0.2552,1,train
0.0617,0.0811,0.1082,0.104,0.1588,0.224,0.2498,1,train
0.061,0.0775,0.1051,0.1029,0.1567,0.2229,0.2484,1,train
0.061,0.0749,0.1009,0.1076,0.1594,0.2115,0.2401,1,train
0.0622,0.074,0.0993,0.1062,0.1611,0.2066,0.2327,1,train
0.0622,0.0824,0.1078,0.117,0.1594,0.2041,0.2289,1,train
0.0594,0.077,0.1038,0.11905,0.1564,0.20355,0.22975,1,train
0.0594,0.0676,0.0942,0.1011,0.13955,0.18585,0.2052,1,train
0.05905,0.05995,0.0848,0.0665,0.11395,0.09435,0.10085,1,train
0.05905,0.0657,0.0961,0.08035,0.1061,0.08125,0.08655,1,train
0.0556,0.04985,0.07615,0.0527,0.09085,0.07775,0.07815,1,train
0.0556,0.06925,0.0993,0.0915,0.1188,0.1173,0.1281,1,train
0.0649,0.0739,0.1004,0.1072,0.1597,0.2364,0.2658,1,train
0.0649,0.0712,0.0988,0.1025,0.1534,0.2209,0.2487,1,train
0.0617,0.0779,0.1075,0.0997,0.1599,0.2287,0.2561,1,train
0.0617,0.0787,0.105,0.1074,0.1615,0.2207,0.2481,1,train
0.061,0.0757,0.102,0.1085,0.1568,0.215,0.2423,1,train
0.061,0.0757,0.1011,0.1068,0.1556,0.2138,0.2319,1,train
0.0622,0.0803,0.1055,0.1229,0.1657,0.2027,0.2295,1,train
0.0622,0.0787,0.1035,0.1279,0.1697,0.2071,0.2301,1,train
0.0594,0.07565,0.10075,0.1164,0.1559,0.2014,0.23035,1,train
0.0594,0.0726,0.09595,0.10515,0.14225,0.17815,0.19085,1,train
0.05905,0.0806,0.10635,0.1118,0.1385,0.14655,0.1647,1,train
0.05905,0.07125,0.1005,0.08895,0.1227,0.11515,0.1208,1,train
0.0556,0.05825,0.08345,0.0746,0.1173,0.1129,0.1253,1,train
0.0556,0.07165,0.10225,0.1009,0.1351,0.14555,0.15505,1,train
0.0609,0.0766,0.1035,0.1079,0.1593,0.2217,0.2512,1,train
0.0609,0.0764,0.1079,0.1027,0.1652,0.2206,0.2502,1,train
0.0608,0.0725,0.0985,0.1015,0.1592,0.2167,0.2499,1,train
0.0608,0.0756,0.102,0.1016,0.1655,0.2167,0.2456,1,train
0.0595,0.0707,0.0987,0.0976,0.1587,0.2151,0.2475,1,train
0.0595,0.0751,0.0999,0.1051,0.1568,0.2071,0.2352,1,train
0.0616,0.075,0.0988,0.1031,0.1584,0.2035,0.2266,1,train
0.0616,0.0681,0.0921,0.1053,0.1533,0.2017,0.2301,1,train
0.0637,0.0774,0.10265,0.12285,0.16005,0.19415,0.22195,1,train
0.0637,0.0855,0.1129,0.1345,0.16385,0.1823,0.2,1,train
0.05825,0.0578,0.07465,0.0675,0.0986,0.1421,0.15795,1,train
0.05825,0.0615,0.08825,0.08135,0.1324,0.1979,0.2182,1,train
0.05455,0.0616,0.08225,0.06165,0.10825,0.0883,0.08455,1,train
0.05455,0.0602,0.0809,0.06765,0.10655,0.08415,0.0891,1,train
0.0609,0.0751,0.0985,0.1058,0.1614,0.2205,0.2507,1,train
0.0609,0.0735,0.1003,0.1043,0.1649,0.2188,0.2514,1,train
0.0608,0.0742,0.1023,0.1041,0.1634,0.2218,0.2529,1,train
0.0608,0.0745,0.1028,0.1041,0.1645,0.2152,0.2436,1,train
0.0595,0.0727,0.1004,0.1153,0.1654,0.2174,0.2442,1,train
0.0595,0.0792,0.1016,0.1121,0.1671,0.2204,0.2525,1,train
0.0616,0.0615,0.0906,0.094,0.1378,0.1966,0.21,1,train
0.0616,0.0727,0.0999,0.1178,0.1644,0.2206,0.2555,1,train
0.0637,0.07925,0.10615,0.1341,0.17045,0.19765,0.22525,1,train
0.0637,0.08375,0.10755,0.13365,0.1689,0.20115,0.22135,1,train
0.05825,0.06245,0.0781,0.0807,0.1158,0.15105,0.16135,1,train
0.05825,0.0611,0.0899,0.0849,0.1329,0.20325,0.22785,1,train
0.05455,0.05725,0.08035,0.0657,0.10455,0.082,0.087,1,train
0.05455,0.06325,0.08555,0.0783,0.1104,0.09705,0.0997,1,train
0.0611,0.0697,0.0948,0.104,0.1672,0.2136,0.2436,1,train
0.0611,0.0768,0.1005,0.1055,0.1613,0.2156,0.2409,1,train
0.0611,0.0808,0.1082,0.1074,0.1634,0.2133,0.2435,1,train
0.0611,0.0772,0.1029,0.1112,0.1644,0.209,0.2382,1,train
0.0601,0.0762,0.0981,0.1049,0.1593,0.2109,0.2368,1,train
0.0601,0.0765,0.1008,0.1062,0.1597,0.2112,0.2403,1,train
0.0639,0.079,0.1014,0.1328,0.1749,0.247,0.2812,1,train
0.0639,0.0774,0.1026,0.13,0.175,0.248,0.2803,1,train
0.07185,0.0872,0.1161,0.14735,0.1894,0.2259,0.2476,1,train
0.07185,0.0981,0.1269,0.15285,0.18195,0.2111,0.22835,1,train
0.06535,0.069,0.08895,0.09215,0.1301,0.15335,0.1666,1,train
0.06535,0.06605,0.09145,0.0876,0.12285,0.1645,0.1844,1,train
0.06005,0.06995,0.0965,0.09385,0.121,0.1274,0.1359,1,train
0.06005,0.0519,0.0761,0.0547,0.0836,0.06595,0.06955,1,train
0.0611,0.0801,0.1038,0.1058,0.1638,0.2187,0.2457,1,train
0.0611,0.0793,0.1044,0.111,0.1665,0.2171,0.2452,1,train
0.0611,0.076,0.1013,0.1054,0.1656,0.2085,0.2337,1,train
0.0601,0.0761,0.0984,0.1055,0.1608,0.2053,0.2377,1,train
0.0601,0.0753,0.1001,0.121,0.1705,0.2164,0.2433,1,train
0.0639,0.0743,0.0981,0.1277,0.1684,0.225,0.258,1,train
0.0639,0.0765,0.0997,0.1382,0.1735,0.2301,0.2593,1,train
0.07185,0.09025,0.1194,0.1503,0.1857,0.21155,0.232,1,train
0.07185,0.10995,0.1377,0.1704,0.1984,0.20635,0.2212,1,train
0.06535,0.07965,0.10935,0.12565,0.1595,0.18235,0.20295,1,train
0.06535,0.0711,0.0912,0.08855,0.12945,0.1583,0.17625,1,train
0.06005,0.07275,0.09865,0.0998,0.1333,0.1801,0.19595,1,train
0.06005,0.05325,0.083,0.06925,0.1006,0.09925,0.1027,1,train
0.0616,0.07255,0.08745,0.07515,0.1041,0.088,0.1052,1,train
0.0616,0.10445,0.11325,0.1122,0.13215,0.1404,0.1658,1,train
0.06885,0.0781,0.10055,0.1103,0.1449,0.1509,0.16195,1,train
0.06885,0.06635,0.08985,0.09935,0.1216,0.1214,0.1315,1,train
0.07845,0.08625,0.1107,0.1105,0.1392,0.1408,0.15415,1,train
0.07845,0.10705,0.1348,0.141,0.162,0.15885,0.16175,1,train
0.09215,0.10855,0.1358,0.14825,0.18145,0.19265,0.2044,1,train
0.09215,0.13175,0.154,0.16625,0.18755,0.1872,0.19705,1,train
0.08675,0.10415,0.1295,0.14515,0.1697,0.1901,0.207,1,train
0.0626,0.0614,0.0826,0.0618,0.1021,0.08445,0.08705,1,train
0.07605,0.0689,0.0863,0.07385,0.10295,0.1031,0.11,1,train
0.07605,0.1101,0.11425,0.11605,0.14635,0.14885,0.1733,1,train
0.08805,0.1089,0.1406,0.1539,0.1757,0.182,0.19185,1,train
0.08805,0.0943,0.1223,0.12125,0.1544,0.15525,0.1642,1,train
0.09665,0.11955,0.1473,0.1564,0.178,0.1825,0.1881,1,train
0.09665,0.1099,0.13885,0.1505,0.1752,0.19035,0.19825,1,train
0.09605,0.1317,0.1595,0.17585,0.1979,0.19955,0.2041,1,train
0.09605,0.139,0.16365,0.18,0.2021,0.2162,0.22965,1,train
0.0753,0.09115,0.11655,0.1284,0.1743,0.21275,0.2339,1,train
0.0626,0.06485,0.08405,0.06005,0.10355,0.09425,0.10355,1,train
0.07605,0.077,0.0947,0.09485,0.12435,0.13095,0.1401,1,train
0.07605,0.08875,0.11395,0.1291,0.15085,0.15365,0.16415,1,train
0.08805,0.1115,0.14025,0.1544,0.18025,0.1914,0.1982,1,train
0.08805,0.1187,0.1454,0.149,0.1762,0.1826,0.19345,1,train
0.09665,0.1102,0.14015,0.14915,0.18335,0.19645,0.21095,1,train
0.09665,0.1204,0.1488,0.1651,0.1895,0.2005,0.2089,1,train
0.09605,0.1303,0.1578,0.17565,0.1983,0.20565,0.21435,1,train
0.09605,0.1055,0.13225,0.14715,0.18385,0.2092,0.22485,1,train
0.0753,0.0892,0.1127,0.1276,0.16625,0.20505,0.22925,1,train
0.0737,0.10025,0.12385,0.13885,0.1616,0.16595,0.18475,1,train
0.09,0.10685,0.13235,0.13955,0.1664,0.1657,0.17415,1,train
0.09,0.11255,0.14495,0.16935,0.18895,0.19025,0.20085,1,train
0.09145,0.11905,0.1509,0.1661,0.19,0.19775,0.20565,1,train
0.09145,0.0982,0.12585,0.1402,0.1752,0.19725,0.20655,1,train
0.09205,0.10945,0.1368,0.15465,0.18265,0.2065,0.22325,1,train
0.09205,0.12115,0.1496,0.17555,0.19815,0.20075,0.211,1,train
0.07885,0.0919,0.1168,0.13275,0.1706,0.21255,0.2355,1,train
0.07885,0.0884,0.11315,0.1251,0.16345,0.2025,0.2197,1,train
0.06645,0.08645,0.11375,0.1164,0.1591,0.21775,0.24075,1,train
0.0737,0.0917,0.11445,0.1216,0.14585,0.14335,0.15675,1,train
0.09,0.09585,0.1169,0.1253,0.15145,0.1537,0.16225,1,train
0.09,0.1127,0.1362,0.1486,0.1646,0.1641,0.17015,1,train
0.09145,0.1131,0.1439,0.15945,0.1838,0.20395,0.2153,1,train
0.09145,0.1008,0.13085,0.14585,0.1721,0.20485,0.22395,1,train
0.09205,0.11345,0.14165,0.16585,0.1864,0.1998,0.21105,1,train
0.09205,0.11415,0.1416,0.16715,0.18975,0.198,0.2056,1,train
0.07885,0.09425,0.1192,0.1316,0.1701,0.2059,0.2254,1,train
0.07885,0.08805,0.11065,0.12305,0.16095,0.196,0.2194,1,train
0.06645,0.0771,0.1019,0.1087,0.1605,0.21755,0.24515,1,train
0.0771,0.07685,0.1046,0.0989,0.1407,0.1214,0.1274,1,train
0.0965,0.11665,0.145,0.1628,0.18205,0.17905,0.17935,1,train
0.0965,0.134,0.1654,0.19195,0.2124,0.21535,0.22485,1,train
0.095,0.09795,0.1277,0.1381,0.17705,0.211,0.2239,1,train
0.095,0.10795,0.1363,0.15315,0.1784,0.1993,0.21115,1,train
0.08505,0.11475,0.14285,0.16925,0.19445,0.1951,0.20895,1,train
0.08505,0.10075,0.12295,0.14255,0.1805,0.2008,0.21605,1,train
0.0697,0.08655,0.1108,0.1213,0.1628,0.2099,0.2335,1,train
0.0697,0.08655,0.11065,0.11855,0.1637,0.2179,0.2396,1,train
0.0641,0.0694,0.09105,0.10705,0.1459,0.201,0.2252,1,train
0.0771,0.11625,0.15525,0.1691,0.18845,0.17735,0.19265,1,train
0.0965,0.1395,0.1667,0.19075,0.2084,0.21825,0.22915,1,train
0.0965,0.12665,0.1505,0.1708,0.19425,0.20915,0.2162,1,train
0.095,0.1147,0.14085,0.1602,0.1844,0.19575,0.20615,1,train
0.095,0.11735,0.1466,0.1744,0.1906,0.19145,0.19955,1,train
0.08505,0.11445,0.1399,0.1647,0.18975,0.2063,0.2186,1,train
0.08505,0.09795,0.1224,0.1351,0.1749,0.2096,0.23065,1,train
0.0697,0.0905,0.11475,0.12595,0.167,0.2214,0.24655,1,train
0.0697,0.08165,0.1051,0.1136,0.16205,0.2201,0.25135,1,train
0.0641,0.0732,0.0987,0.1097,0.15355,0.21825,0.24675,1,train
0.0912,0.0974,0.1245,0.13825,0.1647,0.1581,0.1697,1,train
0.0912,0.11835,0.15025,0.1651,0.1835,0.21715,0.2244,1,train
0.0907,0.1184,0.1427,0.16945,0.1846,0.1816,0.18315,1,train
0.0907,0.11305,0.1407,0.16615,0.1834,0.18465,0.19305,1,train
0.0752,0.0866,0.1122,0.129,0.1686,0.2082,0.2266,1,train
0.0752,0.0765,0.09965,0.1075,0.1519,0.19445,0.21445,1,train
0.0666,0.0815,0.10405,0.1103,0.15115,0.20525,0.23325,1,train
0.0666,0.07735,0.101,0.1102,0.15505,0.20745,0.23735,1,train
0.061,0.0701,0.0828,0.0514,0.0487,0.035,0.0356,1,train
0.061,0.069,0.0801,0.0486,0.0464,0.0358,0.0365,1,train
0.061,0.0685,0.0788,0.0448,0.0443,0.0358,0.0365,1,train
0.0601,0.0675,0.0783,0.0459,0.044,0.0337,0.0346,1,train
0.0601,0.068,0.0785,0.0468,0.0425,0.033,0.0342,1,train
0.0603,0.0679,0.0753,0.0418,0.041,0.0311,0.0329,1,train
0.0603,0.0655,0.0754,0.0409,0.0401,0.0296,0.0313,1,train
0.0597,0.0671,0.0736,0.0409,0.0409,0.0302,0.0308,1,train
0.0597,0.067,0.0714,0.0408,0.0402,0.0289,0.0291,1,train
0.0599,0.0651,0.071,0.0399,0.0388,0.0288,0.029,1,train
0.0599,0.0669,0.0719,0.0401,0.0377,0.0283,0.0285,1,train
0.0576,0.0674,0.0729,0.0392,0.041,0.0307,0.0321,1,train
0.0576,0.0657,0.0735,0.0416,0.0425,0.0288,0.0315,1,train
0.0573,0.0658,0.074,0.0399,0.0409,0.0311,0.0316,1,train
0.0573,0.0674,0.0722,0.0407,0.0422,0.0299,0.0319,1,train
0.0572,0.0644,0.0716,0.0403,0.0414,0.0285,0.0273,1,train
0.0572,0.0643,0.0718,0.0388,0.0414,0.0307,0.0304,1,train
0.0562,0.0645,0.0716,0.0394,0.0406,0.0288,0.03,1,train
0.061,0.0691,0.0834,0.0512,0.0485,0.0351,0.0382,1,train
0.061,0.0696,0.0807,0.047,0.0457,0.0358,0.0367,1,train
0.061,0.0669,0.0794,0.0421,0.0432,0.0335,0.0352,1,train
0.0601,0.0671,0.0778,0.0421,0.0416,0.0326,0.0324,1,train
0.0601,0.0648,0.0794,0.0439,0.0427,0.0336,0.0336,1,train
0.0603,0.0669,0.074,0.0411,0.0417,0.0284,0.032,1,train
0.0603,0.0666,0.0754,0.0397,0.041,0.0322,0.032,1,train
0.0597,0.0663,0.0721,0.0389,0.0389,0.0297,0.0312,1,train
0.0597,0.0653,0.0744,0.0413,0.0405,0.0306,0.0297,1,train
0.0599,0.0663,0.0712,0.0402,0.0388,0.029,0.03,1,train
0.0599,0.0657,0.0706,0.0395,0.0397,0.0287,0.0287,1,train
0.0576,0.0655,0.0722,0.0408,0.0422,0.0297,0.0303,1,train
0.0576,0.0655,0.0741,0.0399,0.0419,0.0295,0.0299,1,train
0.0573,0.066,0.0715,0.0402,0.0389,0.0317,0.0311,1,train
0.0573,0.0637,0.0686,0.0399,0.0407,0.0303,0.0298,1,train
0.0572,0.0652,0.0719,0.0389,0.041,0.0302,0.0277,1,train
0.0572,0.0645,0.0701,0.0397,0.0421,0.0296,0.0282,1,train
0.0562,0.0652,0.0697,0.0389,0.0398,0.0293,0.0296,1,train
0.0616,0.0685,0.082,0.05,0.0486,0.0349,0.0359,1,train
0.0616,0.067,0.0799,0.0476,0.0448,0.0348,0.0367,1,train
0.0616,0.0665,0.0785,0.0436,0.044,0.0341,0.0351,1,train
0.0607,0.0664,0.0785,0.0415,0.0406,0.0299,0.0305,1,train
0.0607,0.0669,0.0794,0.0442,0.0416,0.0326,0.0309,1,train
0.0602,0.0643,0.072,0.0402,0.0404,0.0292,0.0319,1,train
0.0602,0.0647,0.0762,0.041,0.0407,0.0305,0.0314,1,train
0.0591,0.0646,0.0726,0.0382,0.0378,0.0295,0.031,1,train
0.0591,0.0659,0.0711,0.0398,0.0399,0.0291,0.0296,1,train
0.0589,0.0646,0.0718,0.0391,0.0398,0.0298,0.0306,1,train
0.0589,0.0679,0.0716,0.0403,0.0405,0.0291,0.03,1,train
0.0574,0.0659,0.0728,0.0391,0.0416,0.0297,0.0277,1,train
0.0574,0.0655,0.0722,0.0406,0.0411,0.0299,0.0287,1,train
