B1,B2,B3,B4,B5,B6,B7,classvalue,sample
0.06305,0.07015,0.0992,0.1039,0.1598,0.2333,0.26215,1,train
0.06305,0.08205,0.1185,0.11335,0.17375,0.224,0.24595,1,train
0.0645,0.07755,0.1133,0.1268,0.1633,0.22245,0.23995,1,train
0.0645,0.07085,0.1045,0.09935,0.1454,0.23015,0.25225,1,train
0.0668,0.0793,0.10635,0.11015,0.15395,0.25645,0.2905,1,train
0.0668,0.08395,0.1135,0.11645,0.1641,0.2611,0.2936,1,train
0.0668,0.08295,0.1106,0.09965,0.1621,0.2521,0.29905,1,train
0.06245,0.07475,0.1026,0.10395,0.14965,0.22365,0.2524,1,train
0.06245,0.0789,0.10735,0.11445,0.14685,0.22255,0.25105,1,train
0.05025,0.0544,0.0806,0.07185,0.1122,0.17425,0.20215,1,train
0.05025,0.05235,0.07885,0.0686,0.1061,0.1832,0.21355,1,train
0.05155,0.0534,0.083,0.07695,0.1362,0.2601,0.30395,1,train
0.05155,0.0828,0.10995,0.1351,0.1659,0.2244,0.24165,1,train
0.0692,0.07355,0.1049,0.1193,0.15735,0.2387,0.26485,1,train
0.066,0.0757,0.1075,0.1232,0.1575,0.2408,0.25845,1,train
0.066,0.0722,0.10755,0.1123,0.156,0.2179,0.2391,1,train
0.065,0.06615,0.0976,0.09975,0.15035,0.21555,0.2426,1,train
0.065,0.07965,0.11285,0.1135,0.163,0.22455,0.2428,1,train
0.07005,0.0684,0.107,0.10805,0.15915,0.22625,0.24645,1,train
0.07005,0.07525,0.10645,0.10085,0.1482,0.2248,0.2486,1,train
0.06945,0.0791,0.10655,0.11475,0.1573,0.2526,0.2877,1,train
0.06945,0.08295,0.11425,0.1221,0.16555,0.24875,0.27985,1,train
0.06945,0.08465,0.10755,0.11665,0.1601,0.234,0.27905,1,train
0.0675,0.0929,0.1253,0.14295,0.19315,0.2335,0.2639,1,train
0.0675,0.07905,0.1054,0.1161,0.16255,0.2297,0.2576,1,train
0.05545,0.0604,0.0809,0.06745,0.10125,0.13905,0.1647,1,train
0.05545,0.05275,0.0797,0.06575,0.0999,0.1448,0.17685,1,train
0.0488,0.0571,0.08325,0.0821,0.1276,0.2254,0.26155,1,train
0.0488,0.07055,0.09745,0.11285,0.1515,0.2182,0.24925,1,train
0.0692,0.07325,0.1026,0.1133,0.15555,0.2395,0.2575,1,train
0.066,0.07795,0.11065,0.12695,0.15485,0.2416,0.2624,1,train
0.066,0.07505,0.10505,0.1105,0.16145,0.2308,0.24905,1,train
0.065,0.0671,0.0989,0.10075,0.15215,0.22525,0.2508,1,train
0.065,0.07795,0.10955,0.1129,0.15695,0.22245,0.24595,1,train
0.07005,0.0687,0.1076,0.11165,0.1641,0.22995,0.2495,1,train
0.07005,0.0708,0.1082,0.0968,0.1582,0.22635,0.24455,1,train
0.06945,0.0771,0.1091,0.11085,0.16555,0.2661,0.29225,1,train
0.06945,0.08535,0.1117,0.13085,0.16105,0.2427,0.26335,1,train
0.06945,0.0801,0.1058,0.12165,0.15555,0.2369,0.2574,1,train
0.0675,0.08475,0.11595,0.1296,0.1835,0.2311,0.2585,1,train
0.0675,0.0797,0.1073,0.1195,0.16115,0.2288,0.2581,1,train
0.05545,0.0573,0.0778,0.06705,0.10465,0.1116,0.13095,1,train
0.05545,0.06005,0.08575,0.0692,0.092,0.08705,0.0945,1,train
0.0488,0.0427,0.0747,0.05995,0.12,0.2163,0.2539,1,train
0.0488,0.05165,0.0812,0.07635,0.135,0.22545,0.2577,1,train
0.0675,0.08775,0.12145,0.13335,0.17855,0.23415,0.2492,1,train
0.06215,0.09105,0.1226,0.13325,0.16725,0.23715,0.25455,1,train
0.06215,0.07185,0.1037,0.11335,0.1627,0.22395,0.2467,1,train
0.06285,0.0732,0.10615,0.1099,0.15945,0.2251,0.24975,1,train
0.06285,0.0713,0.10485,0.1116,0.1641,0.22375,0.24055,1,train
0.07635,0.08085,0.10735,0.11705,0.15485,0.22985,0.24635,1,train
0.07635,0.0841,0.10755,0.1219,0.15725,0.23475,0.2577,1,train
0.0821,0.09695,0.125,0.148,0.1849,0.24615,0.2653,1,train
0.0821,0.10065,0.1304,0.1451,0.1829,0.2496,0.2699,1,train
0.07545,0.0903,0.11585,0.12775,0.15955,0.2303,0.24895,1,train
0.07545,0.0805,0.10925,0.1086,0.16315,0.2455,0.26575,1,train
0.07545,0.07585,0.10485,0.1124,0.1646,0.24455,0.27565,1,train
0.0615,0.0615,0.0792,0.0683,0.11605,0.1427,0.15195,1,train
0.0615,0.06515,0.0895,0.0859,0.11975,0.1773,0.18815,1,train
0.04105,0.0436,0.0784,0.0597,0.13435,0.24045,0.26855,1,train
0.04105,0.06245,0.0926,0.1039,0.1493,0.25025,0.3007,1,train
0.0675,0.0863,0.1189,0.12605,0.1711,0.2268,0.2478,1,train
0.06215,0.0822,0.11615,0.12465,0.1692,0.23655,0.2543,1,train
0.06215,0.06895,0.09845,0.10125,0.15665,0.2224,0.24695,1,train
0.06285,0.07355,0.10725,0.1103,0.1556,0.2164,0.2417,1,train
0.06285,0.07205,0.10605,0.10885,0.16075,0.2232,0.24005,1,train
0.07635,0.07905,0.1075,0.1149,0.1617,0.234,0.2506,1,train
0.07635,0.08525,0.1115,0.1275,0.1614,0.2323,0.24975,1,train
0.0821,0.10895,0.14,0.1653,0.1985,0.2452,0.2611,1,train
0.0821,0.11305,0.14875,0.1694,0.2099,0.25635,0.2751,1,train
0.07545,0.0888,0.1167,0.1345,0.16695,0.2365,0.2533,1,train
0.07545,0.09305,0.1206,0.1397,0.18485,0.2415,0.2612,1,train
0.07545,0.10035,0.12795,0.14285,0.1906,0.2471,0.2899,1,train
0.0615,0.07315,0.10475,0.116,0.15385,0.2106,0.2395,1,train
0.0615,0.0584,0.0859,0.0809,0.1285,0.22445,0.2624,1,train
0.04105,0.04175,0.0717,0.05345,0.11715,0.252,0.28135,1,train
0.04105,0.04695,0.07355,0.05945,0.11785,0.2652,0.32325,1,train
0.06415,0.0694,0.0949,0.10435,0.1247,0.2204,0.2522,1,train
0.05295,0.07255,0.10645,0.1119,0.146,0.2339,0.26145,1,train
0.05295,0.0559,0.08725,0.08285,0.13455,0.2477,0.2836,1,train
0.057,0.0613,0.09215,0.0884,0.1446,0.24035,0.28055,1,train
0.057,0.0551,0.0913,0.0801,0.13415,0.25035,0.2905,1,train
0.07905,0.0813,0.11045,0.12255,0.1648,0.23795,0.2538,1,train
0.07905,0.0874,0.11555,0.12775,0.17705,0.23555,0.2528,1,train
0.08765,0.1022,0.1335,0.14965,0.19425,0.2393,0.2568,1,train
0.08765,0.1061,0.1342,0.1653,0.19335,0.2365,0.2578,1,train
0.0767,0.0847,0.1192,0.14035,0.17435,0.26265,0.2971,1,train
0.0767,0.09165,0.1207,0.14455,0.1858,0.246,0.27245,1,train
0.0767,0.08465,0.1084,0.13155,0.16755,0.2358,0.2579,1,train
0.07175,0.0705,0.1004,0.1091,0.151,0.2387,0.26115,1,train
0.07175,0.0674,0.1018,0.10795,0.14985,0.245,0.27505,1,train
0.0564,0.04565,0.083,0.06465,0.136,0.26455,0.3087,1,train
0.0564,0.0395,0.06985,0.04805,0.11575,0.26245,0.3166,1,train
0.06415,0.06395,0.0912,0.08605,0.1238,0.24925,0.2831,1,train
0.05295,0.0566,0.0877,0.07445,0.12895,0.2388,0.27665,1,train
0.05295,0.0505,0.0802,0.07155,0.1311,0.2477,0.28695,1,train
0.057,0.04915,0.0862,0.06785,0.1325,0.2884,0.3434,1,train
0.057,0.06095,0.0942,0.08545,0.1416,0.263,0.30975,1,train
0.07905,0.07815,0.107,0.11525,0.15225,0.2323,0.2544,1,train
0.07905,0.0948,0.12035,0.15035,0.18655,0.22305,0.2425,1,train
0.08765,0.0961,0.12745,0.15485,0.1859,0.24415,0.2631,1,train
0.08765,0.1094,0.1407,0.17345,0.20755,0.2439,0.25995,1,train
0.0767,0.0659,0.09255,0.08535,0.14495,0.26655,0.3109,1,train
0.0767,0.08315,0.1094,0.12725,0.16815,0.24435,0.26835,1,train
0.0767,0.08095,0.1085,0.1297,0.1669,0.2249,0.2428,1,train
0.07175,0.0801,0.1127,0.12585,0.17255,0.2348,0.25995,1,train
0.07175,0.0971,0.1288,0.1524,0.17495,0.2453,0.25935,1,train
0.0564,0.04555,0.08465,0.05965,0.13715,0.27115,0.3148,1,train
0.0564,0.0519,0.08615,0.0753,0.14575,0.25325,0.302,1,train
0.06505,0.07505,0.1127,0.12005,0.172,0.24155,0.26335,1,train
0.05885,0.0582,0.0894,0.0811,0.13645,0.25325,0.2964,1,train
0.05885,0.06565,0.09585,0.08885,0.1478,0.24635,0.28165,1,train
0.06365,0.0508,0.0836,0.0736,0.12985,0.2324,0.273,1,train
0.06365,0.0468,0.0794,0.06515,0.1251,0.2606,0.29725,1,train
0.08145,0.08905,0.1177,0.1389,0.17335,0.2268,0.24395,1,train
0.08145,0.09805,0.1255,0.1557,0.19165,0.22615,0.2421,1,train
0.08455,0.1168,0.1507,0.185,0.2191,0.25135,0.2607,1,train
0.08455,0.1183,0.15235,0.19075,0.22255,0.2586,0.27465,1,train
0.0739,0.0844,0.11395,0.1246,0.164,0.24265,0.27025,1,train
0.0739,0.1053,0.1415,0.166,0.19935,0.24575,0.26245,1,train
0.0739,0.09145,0.12425,0.1493,0.17675,0.2397,0.2663,1,train
0.07395,0.10805,0.1413,0.1754,0.2071,0.24035,0.26025,1,train
0.07395,0.0901,0.1208,0.14985,0.19935,0.24875,0.2699,1,train
0.0765,0.09425,0.1279,0.1471,0.1819,0.23675,0.26105,1,train
0.0765,0.0936,0.1265,0.15965,0.18435,0.22135,0.2315,1,train
0.05885,0.0589,0.08895,0.08135,0.13445,0.2511,0.29005,1,train
0.05885,0.05685,0.08215,0.07685,0.1308,0.2444,0.2886,1,train
0.06365,0.0571,0.08745,0.08775,0.13125,0.23245,0.2793,1,train
0.06365,0.0487,0.08125,0.06235,0.12255,0.2493,0.29255,1,train
0.08145,0.09885,0.12965,0.16155,0.19245,0.2284,0.2442,1,train
0.08145,0.10495,0.13705,0.17305,0.2052,0.23355,0.24865,1,train
0.08455,0.11515,0.1513,0.19455,0.2232,0.24905,0.2632,1,train
0.08455,0.11405,0.1472,0.1872,0.216,0.24405,0.25445,1,train
0.0739,0.07495,0.1032,0.10955,0.1532,0.24255,0.26855,1,train
0.0739,0.09545,0.12865,0.1511,0.18115,0.24695,0.2744,1,train
0.0739,0.0759,0.1021,0.1119,0.1506,0.23695,0.2618,1,train
0.07395,0.0956,0.125,0.146,0.1803,0.22795,0.2508,1,train
0.07395,0.09205,0.12315,0.1496,0.18295,0.23855,0.2615,1,train
0.0765,0.10175,0.1359,0.1656,0.19835,0.2275,0.24055,1,train
0.0674,0.07535,0.10035,0.0882,0.11995,0.0966,0.10155,1,train
0.06795,0.0727,0.09865,0.09125,0.1293,0.13945,0.1547,1,train
0.06795,0.0801,0.1087,0.1135,0.14875,0.15895,0.17285,1,train
0.06215,0.09575,0.1306,0.14685,0.1713,0.20685,0.22905,1,train
0.06215,0.09725,0.129,0.1436,0.171,0.2117,0.22415,1,train
0.05585,0.08565,0.1185,0.13565,0.16105,0.18205,0.1959,1,train
0.06185,0.07345,0.1071,0.0989,0.13005,0.1105,0.1139,1,train
0.06185,0.06995,0.1047,0.0894,0.11705,0.09125,0.10105,1,train
0.05835,0.05435,0.083,0.065,0.1098,0.09575,0.0994,1,train
0.05835,0.0617,0.09115,0.0799,0.115,0.1073,0.1151,1,train
0.0521,0.05285,0.0692,0.0508,0.09635,0.0803,0.0839,1,train
0.0521,0.054,0.06845,0.05155,0.09005,0.077,0.0822,1,train
0.05125,0.05475,0.07755,0.0791,0.0924,0.10115,0.09785,1,train
0.06185,0.08165,0.10185,0.1071,0.14075,0.152,0.16645,1,train
0.06185,0.08445,0.1108,0.12085,0.14895,0.1541,0.1622,1,train
0.05835,0.0651,0.09465,0.0921,0.13435,0.1292,0.1379,1,train
0.05835,0.06475,0.0961,0.09225,0.1201,0.10945,0.11875,1,train
0.0521,0.05885,0.08715,0.07295,0.10555,0.089,0.09555,1,train
0.0521,0.05925,0.08475,0.0702,0.10295,0.0899,0.0916,1,train
0.05125,0.04735,0.0623,0.0597,0.08665,0.0797,0.09325,1,train
0.05905,0.0687,0.0959,0.10615,0.13415,0.1891,0.21035,1,train
0.05905,0.06845,0.0959,0.09995,0.13835,0.18285,0.20085,1,train
0.0569,0.06735,0.09305,0.09035,0.1369,0.1803,0.1937,1,train
0.0569,0.0581,0.0919,0.0841,0.1235,0.14715,0.1624,1,train
0.052,0.05765,0.0838,0.06915,0.10485,0.0775,0.08655,1,train
0.052,0.05855,0.0826,0.06735,0.1024,0.0708,0.0753,1,train
0.05175,0.04515,0.0629,0.05895,0.08575,0.0961,0.09405,1,train
0.05905,0.07965,0.1037,0.12015,0.1462,0.1699,0.1861,1,train
0.05905,0.0734,0.0998,0.1046,0.14225,0.1734,0.19555,1,train
0.0569,0.0567,0.0733,0.0697,0.10565,0.1914,0.2149,1,train
0.0569,0.0715,0.09775,0.10375,0.14465,0.21325,0.23055,1,train
0.052,0.06265,0.08995,0.0959,0.1237,0.13945,0.1547,1,train
0.052,0.06285,0.09735,0.0884,0.12715,0.136,0.14375,1,train
0.05175,0.0467,0.06715,0.06575,0.0914,0.10595,0.11035,1,train
0.0536,0.0641,0.08695,0.08445,0.12055,0.19615,0.2242,1,train
0.0536,0.06895,0.09425,0.0916,0.12805,0.1922,0.21965,1,train
0.0566,0.0671,0.09025,0.0907,0.12095,0.21045,0.2434,1,train
0.0566,0.07525,0.10025,0.10305,0.1592,0.2214,0.2524,1,train
0.057,0.0674,0.08965,0.1047,0.13845,0.17835,0.2063,1,train
0.057,0.07045,0.09555,0.10665,0.14085,0.1909,0.20685,1,train
0.05515,0.0474,0.06445,0.0745,0.0848,0.0953,0.1032,1,train
0.0536,0.05565,0.0834,0.07245,0.11115,0.20985,0.24645,1,train
0.0536,0.06025,0.08385,0.0657,0.113,0.2033,0.23675,1,train
0.0566,0.0683,0.0907,0.08595,0.1351,0.22465,0.24865,1,train
0.0566,0.06835,0.09405,0.09725,0.15665,0.22575,0.2587,1,train
0.057,0.06905,0.09345,0.10975,0.13855,0.18455,0.20685,1,train
0.057,0.07345,0.09495,0.09805,0.13955,0.18685,0.20695,1,train
0.05515,0.05345,0.07445,0.079,0.09615,0.11295,0.1216,1,train
0.06965,0.08355,0.1123,0.14245,0.1722,0.22595,0.2411,1,train
0.06085,0.08075,0.11075,0.1294,0.16995,0.236,0.2544,1,train
0.06085,0.07085,0.10125,0.1152,0.1425,0.21625,0.2376,1,train
0.05485,0.05785,0.0833,0.08725,0.12155,0.1848,0.20865,1,train
0.05485,0.0584,0.0798,0.06315,0.1179,0.18495,0.2207,1,train
0.0573,0.06,0.08485,0.0726,0.1233,0.18815,0.2275,1,train
0.0573,0.06665,0.09605,0.0942,0.1351,0.22165,0.24775,1,train
0.0524,0.06645,0.09535,0.09085,0.13295,0.21295,0.2357,1,train
0.0524,0.063,0.09175,0.0884,0.1231,0.15655,0.17705,1,train
0.0524,0.06025,0.09395,0.08545,0.1269,0.14865,0.18035,1,train
0.04905,0.06195,0.09915,0.09535,0.11885,0.1632,0.1862,1,train
0.04905,0.0502,0.0692,0.0558,0.10475,0.18625,0.2232,1,train
0.0498,0.0565,0.07845,0.0741,0.11445,0.1779,0.20475,1,train
0.06965,0.08455,0.11345,0.13375,0.1721,0.22375,0.24325,1,train
0.06965,0.08465,0.1143,0.1429,0.172,0.2237,0.23545,1,train
0.06085,0.0825,0.11195,0.1285,0.16385,0.24055,0.2594,1,train
0.06085,0.0712,0.10105,0.11405,0.14425,0.2115,0.23845,1,train
0.05485,0.0694,0.09655,0.0977,0.14085,0.2406,0.25475,1,train
0.05485,0.0661,0.0894,0.081,0.1321,0.2624,0.28625,1,train
0.0573,0.0598,0.08695,0.0779,0.12525,0.1872,0.2249,1,train
0.0573,0.0621,0.09295,0.082,0.1336,0.1661,0.19065,1,train
0.0524,0.0687,0.0989,0.08875,0.128,0.1765,0.2122,1,train
0.0524,0.0672,0.0927,0.085,0.12695,0.18105,0.20005,1,train
0.0524,0.0631,0.10105,0.092,0.13185,0.1697,0.19375,1,train
0.04905,0.0588,0.08735,0.084,0.11775,0.1748,0.1987,1,train
0.04905,0.04775,0.0702,0.05775,0.1039,0.17565,0.20105,1,train
0.0498,0.05295,0.06905,0.059,0.10375,0.1581,0.1884,1,train
0.0498,0.05925,0.08205,0.0738,0.11575,0.17375,0.2028,1,train
0.05965,0.05765,0.08315,0.081,0.12405,0.2218,0.2722,1,train
0.05965,0.04925,0.0739,0.06065,0.11945,0.25535,0.31765,1,train
0.05975,0.0875,0.11615,0.13955,0.17045,0.22745,0.2432,1,train
0.05975,0.0804,0.11075,0.1258,0.15185,0.21455,0.2351,1,train
0.05905,0.07495,0.10225,0.11375,0.14705,0.21885,0.2381,1,train
0.05905,0.07705,0.10755,0.11305,0.1562,0.23835,0.26525,1,train
0.05665,0.07985,0.1125,0.11655,0.15865,0.248,0.26905,1,train
0.05665,0.0544,0.08415,0.07305,0.12545,0.2139,0.2408,1,train
0.0541,0.06445,0.09475,0.08915,0.13635,0.19645,0.21215,1,train
0.0541,0.0626,0.0903,0.0895,0.1282,0.1949,0.21765,1,train
0.0541,0.06635,0.09915,0.0972,0.13745,0.19265,0.21185,1,train
0.0538,0.0606,0.0849,0.07945,0.1177,0.16155,0.1895,1,train
0.0538,0.0536,0.07375,0.068,0.10465,0.1531,0.1715,1,train
0.0522,0.06155,0.09415,0.08335,0.12515,0.17965,0.20255,1,train
0.0522,0.0624,0.0865,0.08495,0.1296,0.1908,0.2064,1,train
0.05965,0.06225,0.091,0.09555,0.1397,0.22245,0.2639,1,train
0.05965,0.05305,0.0818,0.07655,0.1322,0.25155,0.31235,1,train
0.05975,0.08755,0.1152,0.1394,0.16785,0.216,0.23425,1,train
0.05975,0.07405,0.10165,0.10875,0.1503,0.2222,0.24855,1,train
0.05905,0.0681,0.0932,0.09625,0.13575,0.1964,0.21725,1,train
0.05905,0.06255,0.0956,0.089,0.13635,0.2273,0.2517,1,train
0.05665,0.07005,0.1015,0.1057,0.1409,0.2501,0.27385,1,train
0.05665,0.07085,0.1033,0.11405,0.14075,0.263,0.29705,1,train
0.0541,0.07215,0.10375,0.1013,0.13925,0.2503,0.28545,1,train
0.0541,0.06625,0.0956,0.08375,0.13345,0.22255,0.2521,1,train
0.0541,0.06575,0.09445,0.0892,0.13385,0.2334,0.2516,1,train
0.0538,0.0667,0.09645,0.0902,0.13475,0.2027,0.22385,1,train
0.0538,0.0697,0.09875,0.0904,0.12585,0.17495,0.19585,1,train
0.0522,0.0632,0.0979,0.0898,0.13575,0.168,0.1951,1,train
0.0522,0.05845,0.0908,0.09525,0.1247,0.20015,0.237,1,train
0.05705,0.0455,0.07105,0.0628,0.1157,0.2404,0.2959,1,train
0.05705,0.0621,0.0936,0.08795,0.141,0.2466,0.2895,1,train
0.05645,0.0584,0.08495,0.0719,0.113,0.15775,0.1726,1,train
0.05645,0.0623,0.08835,0.0796,0.1257,0.1992,0.23215,1,train
0.05445,0.0684,0.10205,0.10165,0.14975,0.22845,0.25205,1,train
0.05445,0.06555,0.10315,0.1034,0.14615,0.24505,0.2687,1,train
0.0529,0.06025,0.0897,0.08075,0.12405,0.2011,0.22485,1,train
0.0529,0.0604,0.0893,0.0804,0.1201,0.19,0.20875,1,train
0.0537,0.06155,0.08765,0.08805,0.12385,0.17885,0.19955,1,train
0.0537,0.06115,0.0892,0.0881,0.1237,0.19055,0.21565,1,train
0.0537,0.0623,0.09005,0.091,0.1224,0.17965,0.2163,1,train
0.05685,0.07065,0.1011,0.1068,0.1356,0.14485,0.15985,1,train
0.05685,0.0744,0.10075,0.10295,0.13485,0.16365,0.19285,1,train
0.05575,0.07135,0.09965,0.1002,0.1372,0.17275,0.1915,1,train
0.05575,0.0643,0.0937,0.0964,0.13625,0.18255,0.20355,1,train
0.05705,0.0445,0.07285,0.0566,0.12035,0.25795,0.3018,1,train
0.05705,0.0609,0.09255,0.0841,0.1446,0.25435,0.29595,1,train
0.05645,0.06125,0.08585,0.08005,0.1269,0.1476,0.1644,1,train
0.05645,0.06175,0.0881,0.07945,0.1324,0.20975,0.22115,1,train
0.05445,0.0792,0.111,0.12235,0.1659,0.2417,0.2683,1,train
0.05445,0.07745,0.11185,0.1144,0.1588,0.22145,0.24785,1,train
0.0529,0.065,0.09315,0.0906,0.13295,0.1993,0.2242,1,train
0.0529,0.06355,0.08905,0.0848,0.12005,0.1811,0.19925,1,train
0.0537,0.05825,0.08255,0.07895,0.1154,0.17755,0.2072,1,train
0.0537,0.0593,0.08245,0.0822,0.1198,0.17305,0.1985,1,train
0.0537,0.0615,0.08805,0.0876,0.1201,0.1667,0.1809,1,train
0.05685,0.07265,0.1029,0.1047,0.13565,0.14,0.1595,1,train
0.05685,0.0762,0.10385,0.1056,0.14335,0.1594,0.1934,1,train
0.05575,0.0721,0.09945,0.0998,0.1388,0.1806,0.19595,1,train
0.05575,0.06595,0.09325,0.0933,0.1329,0.18435,0.21215,1,train
0.0651,0.08275,0.1129,0.13035,0.17105,0.23845,0.2622,1,train
0.0651,0.0688,0.09675,0.1003,0.13965,0.22765,0.2526,1,train
0.0576,0.06825,0.0933,0.0843,0.12955,0.17005,0.1863,1,train
0.0576,0.06645,0.09015,0.08425,0.1275,0.15615,0.1753,1,train
0.05955,0.0625,0.087,0.07185,0.12225,0.16455,0.1782,1,train
0.05955,0.06315,0.0914,0.0739,0.13155,0.1671,0.18595,1,train
0.05575,0.06655,0.09185,0.0976,0.1282,0.16475,0.1832,1,train
0.05575,0.0645,0.0901,0.0893,0.1269,0.1612,0.19245,1,train
0.05635,0.06635,0.091,0.08705,0.1242,0.1754,0.20225,1,train
0.05635,0.06225,0.08435,0.0777,0.1217,0.176,0.1983,1,train
0.05635,0.0626,0.08465,0.07775,0.1166,0.1697,0.19475,1,train
0.0566,0.06305,0.0884,0.0877,0.11935,0.1608,0.1831,1,train
0.0566,0.06405,0.0904,0.0885,0.12915,0.18335,0.21535,1,train
0.0579,0.0712,0.0947,0.0963,0.1349,0.2019,0.2295,1,train
0.0579,0.0709,0.0932,0.09,0.1306,0.2111,0.2444,1,train
0.0651,0.0871,0.12175,0.1369,0.17525,0.22555,0.24415,1,train
0.0651,0.07705,0.10375,0.11255,0.1429,0.23425,0.25865,1,train
0.0576,0.07125,0.09695,0.09985,0.1361,0.16495,0.1821,1,train
0.0576,0.07195,0.10155,0.09615,0.13765,0.17545,0.19175,1,train
0.05955,0.0658,0.09515,0.09615,0.1418,0.21435,0.2293,1,train
0.05955,0.0738,0.10345,0.10455,0.14755,0.21595,0.23675,1,train
0.05575,0.0681,0.0954,0.101,0.1294,0.16055,0.1867,1,train
0.05575,0.0653,0.093,0.0943,0.1295,0.17235,0.1893,1,train
0.05635,0.07225,0.103,0.0995,0.1328,0.18935,0.2285,1,train
0.05635,0.06175,0.08685,0.08475,0.12325,0.19205,0.23145,1,train
0.05635,0.0573,0.07805,0.07555,0.11325,0.18405,0.2043,1,train
0.0566,0.0614,0.0873,0.0819,0.1213,0.17945,0.20475,1,train
0.0566,0.0616,0.0891,0.08635,0.1264,0.19765,0.22855,1,train
0.0579,0.0643,0.0913,0.0918,0.1429,0.2282,0.2676,1,train
0.0579,0.0635,0.0921,0.0804,0.1458,0.2317,0.2663,1,train
0.07305,0.06765,0.09265,0.0949,0.1438,0.2373,0.2692,1,train
0.0724,0.0603,0.0967,0.0845,0.1347,0.1857,0.213,1,train
0.0724,0.0753,0.1026,0.1029,0.1451,0.1869,0.21135,1,train
0.06675,0.09675,0.1312,0.14555,0.1926,0.2521,0.2774,1,train
0.06675,0.09475,0.12715,0.14215,0.17775,0.2496,0.2681,1,train
0.05855,0.06095,0.0861,0.09085,0.12305,0.1624,0.1843,1,train
0.05855,0.06395,0.0901,0.0936,0.1283,0.16475,0.19245,1,train
0.0601,0.0762,0.1049,0.10545,0.1412,0.1976,0.23,1,train
0.0601,0.07525,0.1006,0.10275,0.14845,0.2025,0.23615,1,train
0.0601,0.07285,0.0983,0.10575,0.1431,0.18685,0.2079,1,train
0.0628,0.073,0.0989,0.1078,0.1362,0.1923,0.2164,1,train
0.0628,0.071,0.0973,0.1042,0.1427,0.1915,0.2189,1,train
0.0658,0.0869,0.1068,0.1211,0.1504,0.1675,0.2077,1,train
0.0613,0.0686,0.0927,0.0898,0.1334,0.165,0.1805,1,train
0.0613,0.075,0.099,0.1,0.1384,0.1598,0.1741,1,train
0.0619,0.0694,0.0931,0.101,0.1304,0.1436,0.1589,1,train
0.0619,0.0781,0.1012,0.1155,0.1444,0.1589,0.1804,1,train
0.071,0.0825,0.1116,0.1335,0.157,0.17,0.1826,1,train
0.071,0.0867,0.1113,0.1295,0.1506,0.1544,0.1696,1,train
0.0706,0.0859,0.1082,0.1247,0.1455,0.1475,0.1631,1,train
0.0706,0.0815,0.1077,0.1277,0.1533,0.1625,0.1737,1,train
0.0612,0.0648,0.0921,0.0982,0.1247,0.1658,0.1831,1,train
0.0613,0.0667,0.0925,0.0937,0.1259,0.1565,0.1737,1,train
0.0613,0.0745,0.1007,0.0951,0.137,0.1651,0.1824,1,train
0.0605,0.0705,0.0955,0.0957,0.1365,0.1755,0.1978,1,train
0.0605,0.0751,0.1035,0.1107,0.1569,0.1898,0.2099,1,train
0.0692,0.0886,0.1117,0.1247,0.1504,0.1747,0.1904,1,train
0.0692,0.0773,0.105,0.1192,0.1463,0.1634,0.1827,1,train
0.0724,0.0856,0.1152,0.1326,0.1556,0.1654,0.182,1,train
0.0724,0.0811,0.1088,0.1276,0.1509,0.161,0.1777,1,train
0.0704,0.0832,0.108,0.1248,0.1484,0.1582,0.1735,1,train
0.0612,0.0697,0.0941,0.0918,0.1274,0.1709,0.1841,1,train
0.0613,0.0795,0.1068,0.1098,0.1472,0.167,0.1792,1,train
0.0613,0.0756,0.0992,0.093,0.1372,0.1704,0.1857,1,train
0.0605,0.0673,0.0983,0.0977,0.1356,0.1761,0.1942,1,train
0.0605,0.0778,0.1043,0.1069,0.1494,0.1925,0.219,1,train
0.0692,0.0874,0.1096,0.1246,0.1543,0.1809,0.1936,1,train
0.0692,0.0785,0.1075,0.1222,0.1472,0.1621,0.1816,1,train
0.0724,0.0907,0.1227,0.139,0.1602,0.168,0.1841,1,train
0.0724,0.0855,0.1126,0.1268,0.1527,0.1618,0.177,1,train
0.0704,0.082,0.1091,0.1218,0.1514,0.1591,0.1729,1,train
0.0675,0.0705,0.1001,0.0909,0.1402,0.1913,0.1964,1,train
0.0628,0.0741,0.1042,0.1091,0.1446,0.1653,0.1857,1,train
0.0628,0.0699,0.0973,0.1119,0.1437,0.1732,0.1863,1,train
0.0686,0.0632,0.0914,0.1011,0.1372,0.179,0.2007,1,train
0.0686,0.069,0.0997,0.1052,0.1375,0.1798,0.1955,1,train
0.0719,0.0669,0.096,0.101,0.1377,0.1778,0.1975,1,train
0.0719,0.0703,0.0977,0.1072,0.1376,0.1686,0.1854,1,train
0.0737,0.0735,0.1016,0.1135,0.1442,0.1685,0.1832,1,train
0.0737,0.0788,0.1038,0.1131,0.1444,0.1673,0.1854,1,train
0.0728,0.072,0.0998,0.1015,0.1402,0.1696,0.1874,1,train
0.0675,0.079,0.1062,0.1149,0.1384,0.1801,0.2024,1,train
0.0628,0.0729,0.1002,0.1152,0.1439,0.1611,0.1841,1,train
0.0628,0.0743,0.1012,0.1136,0.1492,0.1613,0.1847,1,train
0.0686,0.0724,0.0993,0.1136,0.1437,0.1754,0.192,1,train
0.0686,0.0794,0.1048,0.1185,0.1477,0.1738,0.1893,1,train
